,Unnamed: 0.1,Unnamed: 0,subject,name,uid,description,description_NER
8014,8014,16413,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialElement/TotalHeatGain,TotalHeatGain,TotalHeatGain,The total (sensible+latent) amount of heat or energy gained by the space at the time of the space's peak cooling conditions.,"heat, energy, space, time, space, cooling conditions"
8015,8015,16414,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialElement/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.,"Indication, element, exterior, TRUE, FALSE, TRUE, building"
8016,8016,16415,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProjectOrderCHANGEORDER/ReasonForChange,ReasonForChange,ReasonForChange,A description of the problem for why a change is needed.,"description, problem, change"
8017,8017,16416,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProjectOrderCHANGEORDER/BudgetSource,BudgetSource,BudgetSource,The budget source requested.,
8018,8018,16417,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/RoadDesignClass,RoadDesignClass,RoadDesignClass,A road design class designator with content according to local standards.,"content, local standards"
8019,8019,16418,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/NumberOfThroughLanes,NumberOfThroughLanes,NumberOfThroughLanes,"The total number of through lanes on the segment. This excludes auxiliary lanes, parking and turning lanes, acceleration/deceleration lanes, toll collection lanes, shoulders etc.","number, segment, lanes"
8020,8020,16419,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/LaneWidth,LaneWidth,LaneWidth,Standard nominal width of one trough lane.,
8021,8021,16420,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/DesignVehicleClass,DesignVehicleClass,DesignVehicleClass,A vehicle designator with content according to local standards.,"content, local standards"
8022,8022,16421,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/DesignTrafficVolume,DesignTrafficVolume,DesignTrafficVolume,The traffic volume used for planning and design purposes specified as the number of vehicles per day . Typically given as AADT - Average Annual Daily Traffic,"design, number, vehicles"
8023,8023,16422,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/DesignSpeed,DesignSpeed,DesignSpeed,"Speed selected in designing a new road or in modernizing, strengthening or rehabilitating an existing road section, to determine the various geometric design features of the carriageway that allow a car to travel safely at that speed, under normal road surface and weather conditions.NOTE  Definition according to PIARC.
NOTE  The design speed is not constant, but may vary depending on the conditions of relief (plain, hill, mountain).","Speed, NOTE Definition, NOTE, constant, conditions"
8024,8024,16423,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartBICYCLECROSSING/Crossfall,Crossfall,Crossfall,Specifies the nominal crossfall as a ratio measure (slope) at the location of the event.,"slope, location, event"
8025,8025,16424,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Width,Width,Width,"The width of the object. Only given, if the object has constant thickness (prismatic).","width, object, object"
8026,8026,16425,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Description,Description,Description,The Description of the object.,"Description, object"
8027,8027,16426,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/CoolingTemperatureDelta,CoolingTemperatureDelta,CoolingTemperatureDelta,Cooling temperature difference for calculating space air flow rates.,
8028,8028,16427,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/InfiltrationDiversitySummer,InfiltrationDiversitySummer,InfiltrationDiversitySummer,Diversity factor for Summer infiltration.,
8029,8029,16428,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/SprinklerProtection,SprinklerProtection,SprinklerProtection,Indication whether this object is sprinkler protected (TRUE) or not (FALSE).,"Indication, object, TRUE, FALSE"
8030,8030,16429,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/OccupancyNumber,OccupancyNumber,OccupancyNumber,Number of people required for the activity assigned to this space.,"Number, people, activity, space"
8031,8031,16430,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/FireRiskFactor,FireRiskFactor,FireRiskFactor,Fire Risk factor assigned to the space according to local building regulations. It defines the fire risk of the space at several levels of fire hazard.,"space, local building regulations, space"
8032,8032,16431,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureSetPoint,TemperatureSetPoint,TemperatureSetPoint,The temperature setpoint range and default setpoint.,
8033,8033,16432,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Height,Height,Height,Characteristic height,
8034,8034,16433,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureMin,TemperatureMin,TemperatureMin,"Minimal temperature of the space or zone, that is required from user/designer view point. If no summer or winter space temperature requirements are given, it applies all year, otherwise for the intermediate period.","Mini, temperature, space, zone, user, designer view point, summer, year"
8035,8035,16434,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Length,Length,Length,The length of the object.,"length, object"
8036,8036,16435,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirConditioningCentral,AirConditioningCentral,AirConditioningCentral,"Indication whether the space  requires a central air conditioning provided (TRUE) or not (FALSE).
It should only be given, if the property ""AirConditioning"" is set to TRUE.","Indication, space, TRUE, FALSE, property, TRUE"
8037,8037,16436,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirConditioning,AirConditioning,AirConditioning,Indication whether this space requires air conditioning provided (TRUE) or not (FALSE).,"Indication, space, TRUE, FALSE"
8038,8038,16437,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/OccupancyTimePerDay,OccupancyTimePerDay,OccupancyTimePerDay,The amount of time during the day that the activity is required within this space.,"amount, time, activity, space"
8039,8039,16438,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/InfiltrationDiversityWinter,InfiltrationDiversityWinter,InfiltrationDiversityWinter,Diversity factor for Winter infiltration.,
8040,8040,16439,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/HumidityWinter,HumidityWinter,HumidityWinter,Humidity of the space or zone for the cold (winter) period that is required from user/designer view point and provided as requirement for heating.,"Humidity, space, zone, cold, winter ) period, user / designer view point, requirement, heating"
8041,8041,16440,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Illuminance,Illuminance,Illuminance,Required average illuminance value for this space.,space
8042,8042,16441,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/ArtificialLighting,ArtificialLighting,ArtificialLighting,Indication whether this space  requires artificial lighting (as natural lighting would be not sufficient). (TRUE) indicates yes (FALSE) otherwise.,"Indication, space, natural, TRUE, FALSE"
8043,8043,16442,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/DiscontinuedHeating,DiscontinuedHeating,DiscontinuedHeating,"Indication whether discontinued heating is required/desirable from user/designer view point. (TRUE) if yes, (FALSE) otherwise.","Indication, heating, user / designer view point, TRUE, FALSE"
8044,8044,16443,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/OccupancyType,OccupancyType,OccupancyType,"Occupancy type for this object.
It is defined according to the presiding national building code.","object, national building code"
8045,8045,16444,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/EnergyGainSensible,EnergyGainSensible,EnergyGainSensible,"The sum of total energy gains for the spaces served by the system during the peak cooling conditions, plus any system-level sensible energy gains.","spaces, system, cooling conditions"
8046,8046,16445,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirSideSystemDistributionType,AirSideSystemDistributionType,AirSideSystemDistributionType,"This enumeration defines the basic types of air side systems (e.g., SingleDuct, DualDuct, Multizone, etc.).",types
8047,8047,16446,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirHandlingName,AirHandlingName,AirHandlingName,The name of the air side system.IfcRelServicesBuildings should be used to reference the correct AirHandlingSystem (IfcSystem),name
8048,8048,16447,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirFlowSensible,AirFlowSensible,AirFlowSensible,https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/properties/a/AirFlowSensible.md does not exist,
8049,8049,16448,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/HumidityMax,HumidityMax,HumidityMax,"Maximal permitted humidity of the space or zone that is required from user/designer view point.  If no summer or winter space humidity requirements are given, it applies all year, otherwise for the intermediate period.","Maxim, humidity, space, zone, user, designer view point, summer, winter space humidity requirements, year, period"
8050,8050,16449,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/MechanicalVentilationRate,MechanicalVentilationRate,MechanicalVentilationRate,"Indication of the requirement of a particular mechanical air ventilation rate, given in air changes per hour.","requirement, hour"
8051,8051,16450,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureSummerMin,TemperatureSummerMin,TemperatureSummerMin,"Minimal temperature of the space or zone for the hot (summer) period, that is required from user/designer view point and provided as requirement for cooling.","Mini, temperature, space, zone, summer, period, user, designer view point, requirement, cooling"
8052,8052,16451,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureSummerMax,TemperatureSummerMax,TemperatureSummerMax,"Maximal temperature of the space or zone for the hot (summer) period, that is required from user/designer view point and provided as requirement for cooling.","Maxim, temperature, space, zone, summer, period, user, designer view point, requirement, cooling"
8053,8053,16452,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AreaPerOccupant,AreaPerOccupant,AreaPerOccupant,Design occupancy loading for this type of usage assigned to this space.,"usage, space"
8054,8054,16453,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TotalAirFlow,TotalAirFlow,TotalAirFlow,https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/properties/t/TotalAirFlow.md does not exist,
8055,8055,16454,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/MechanicalVentilation,MechanicalVentilation,MechanicalVentilation,Indication whether the space is required to have mechanical ventilation (TRUE).,"Indication, space, TRUE"
8056,8056,16455,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/EnergyGainTotal,EnergyGainTotal,EnergyGainTotal,"The total amount of energy gains for the spaces served by the system during the peak cooling conditions, plus any system-level total energy gains.","amount, spaces, system, cooling conditions"
8057,8057,16456,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/HumiditySetPoint,HumiditySetPoint,HumiditySetPoint,"Humidity of the space or zone that is required from user/designer view point.  If no summer or winter space humidity requirements are given, it applies all year, otherwise for the intermediate period. Provide this property, if no humidity range (Min-Max) is available.","Humidity, space, zone, user / designer view point, summer, winter space humidity requirements, year, period, property"
8058,8058,16457,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.,"Indication, element, exterior, TRUE, FALSE, TRUE, building"
8059,8059,16458,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/IsOutlookDesirable,IsOutlookDesirable,IsOutlookDesirable,An indication of whether the outlook is desirable (set TRUE) or not (set FALSE),"indication, set TRUE, set FALSE"
8060,8060,16459,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Ventilation,Ventilation,Ventilation,Required outside air ventilation.,
8061,8061,16460,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirPressurization,AirPressurization,AirPressurization,Indication whether the space is required to have pressurized air (TRUE) or not (FALSE).,"Indication, space, TRUE, FALSE"
8062,8062,16461,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureWinterMax,TemperatureWinterMax,TemperatureWinterMax,"Maximal temperature of the space or zone for the cold (winter) period, that is required from user/designer view point and provided as requirement for heating.","Maxim, temperature, space, zone, cold, winter ) period, user, designer view point, requirement, heating"
8063,8063,16462,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/HeatingTemperatureDelta,HeatingTemperatureDelta,HeatingTemperatureDelta,Heating temperature difference for calculating space air flow rates.,
8064,8064,16463,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/HumidityMin,HumidityMin,HumidityMin,"Minimal permitted humidity of the space or zone that is required from user/designer view point.  If no summer or winter space humidity requirements are given, it applies all year, otherwise for the intermediate period.","humidity, space, zone, user, designer view point, summer, winter space humidity requirements, year, period"
8065,8065,16464,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/FlammableStorage,FlammableStorage,FlammableStorage,"Indication whether the space is intended to serve as a storage of flammable material (which is regarded as such by the presiding building code. (TRUE) indicates yes, (FALSE) otherwise.","Indication, space, storage, TRUE, FALSE"
8066,8066,16465,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/MinimumHeadroom,MinimumHeadroom,MinimumHeadroom,Headroom required for the activity assigned to this space.,"activity, space"
8067,8067,16466,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/FireExit,FireExit,FireExit,Indication whether this object is designed to serve as an exit in the case of fire (TRUE) or not (FALSE).,"Indication, object, case, fire, TRUE, FALSE"
8068,8068,16467,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/NaturalVentilation,NaturalVentilation,NaturalVentilation,Indication whether the space is required to have natural ventilation (TRUE),"Indication, space, natural, TRUE"
8069,8069,16468,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead.","type, project, type, name, software"
8070,8070,16469,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/ApplianceDiversity,ApplianceDiversity,ApplianceDiversity,Diversity of appliance load.,Diversity
8071,8071,16470,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/AirSideSystemType,AirSideSystemType,AirSideSystemType,"This enumeration specifies the basic types of possible air side systems (e.g., Constant Volume, Variable Volume, etc.).",types
8072,8072,16471,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/SprinklerProtectionAutomatic,SprinklerProtectionAutomatic,SprinklerProtectionAutomatic,"Indication whether this object has an automatic sprinkler protection (TRUE) or not (FALSE).
It should only be given, if the property ""SprinklerProtection"" is set to TRUE.","Indication, object, TRUE, FALSE, TRUE"
8073,8073,16472,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/EnergyLoss,EnergyLoss,EnergyLoss,The sum of energy losses for the spaces served by the system during the peak heating conditions.,"spaces, system, heating conditions"
8074,8074,16473,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/NaturalVentilationRate,NaturalVentilationRate,NaturalVentilationRate,"Indication of the requirement of a particular natural air ventilation rate, given in air changes per hour.","requirement, hour"
8075,8075,16474,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/FanPower,FanPower,FanPower,Fan motor loads contributing to the cooling load.,
8076,8076,16475,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureMax,TemperatureMax,TemperatureMax,"Maximal temperature of the space or zone, that is required from user/designer view point.  If no summer or winter space temperature requirements are given, it applies all year, otherwise for the intermediate period.","space, zone, user, designer view point, summer, year"
8077,8077,16476,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/TemperatureWinterMin,TemperatureWinterMin,TemperatureWinterMin,"Minimal temperature of the space or zone for the cold (winter) period, that is required from user/designer view point and provided as requirement for heating.","Mini, temperature, space, zone, cold, winter ) period, user, designer view point, requirement, heating"
8078,8078,16477,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/HumiditySummer,HumiditySummer,HumiditySummer,"Humidity of the space or zone for the hot (summer) period, that is required from user/designer view point and provided as requirement for cooling.","Humidity, space, zone, user / designer view point, requirement, cooling"
8079,8079,16478,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/OccupancyNumberPeak,OccupancyNumberPeak,OccupancyNumberPeak,Maximal number of people required for the activity assigned to this space in peak time.,"number, people, activity, space"
8080,8080,16479,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialZone/LongName,LongName,LongName,"Long name for a spatial zone type, used for informal purposes. It should be used, if available, in conjunction with the inherited Name attribute.NOTE  In many scenarios the Name attribute refers to the short name or number of a spatial zone, and the LongName refers to the full descriptive name.","Long name, informal purposes, conjunction, inherited Name attribute, NOTE, scenarios, Name attribute, short name number, LongName, full descriptive name"
8081,8081,16480,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/RoadDesignClass,RoadDesignClass,RoadDesignClass,A road design class designator with content according to local standards.,"content, local standards"
8082,8082,16481,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/NumberOfThroughLanes,NumberOfThroughLanes,NumberOfThroughLanes,"The total number of through lanes on the segment. This excludes auxiliary lanes, parking and turning lanes, acceleration/deceleration lanes, toll collection lanes, shoulders etc.","number, segment, lanes"
8083,8083,16482,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/LaneWidth,LaneWidth,LaneWidth,Standard nominal width of one trough lane.,
8084,8084,16483,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/DesignVehicleClass,DesignVehicleClass,DesignVehicleClass,A vehicle designator with content according to local standards.,"content, local standards"
8085,8085,16484,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/DesignTrafficVolume,DesignTrafficVolume,DesignTrafficVolume,The traffic volume used for planning and design purposes specified as the number of vehicles per day . Typically given as AADT - Average Annual Daily Traffic,"design, number, vehicles"
8086,8086,16485,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/DesignSpeed,DesignSpeed,DesignSpeed,"Speed selected in designing a new road or in modernizing, strengthening or rehabilitating an existing road section, to determine the various geometric design features of the carriageway that allow a car to travel safely at that speed, under normal road surface and weather conditions.NOTE  Definition according to PIARC.
NOTE  The design speed is not constant, but may vary depending on the conditions of relief (plain, hill, mountain).","Speed, NOTE Definition, NOTE, constant, conditions"
8087,8087,16486,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoadPartINTERSECTION/Crossfall,Crossfall,Crossfall,Specifies the nominal crossfall as a ratio measure (slope) at the location of the event.,"slope, location, event"
8088,8088,16487,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/WorkingState,WorkingState,WorkingState,Indicates the working state of device or system.,
8089,8089,16488,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/StartingWindSpeed,StartingWindSpeed,StartingWindSpeed,Indicates the starting wind speed of the wind sensor.,
8090,8090,16489,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/SetPointSpeed,SetPointSpeed,SetPointSpeed,The wind speed value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.,
8091,8091,16490,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/SamplingFrequency,SamplingFrequency,SamplingFrequency,Indicates the sampling frequency of the device.,device
8092,8092,16491,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/SerialInterfaceType,SerialInterfaceType,SerialInterfaceType,Indicates the type of serial interface used by the device.,"type, device"
8093,8093,16492,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/WindSensorType,WindSensorType,WindSensorType,Enumeration that Identifies the types of wind sensors that can be specified.,types
8094,8094,16493,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/MarginOfError,MarginOfError,MarginOfError,Indicates the margin of error of the measurement.,measurement
8095,8095,16494,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/LinearVelocityResolution,LinearVelocityResolution,LinearVelocityResolution,Indicates the resolution of the detected linear velocity.,
8096,8096,16495,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/TimeConstant,TimeConstant,TimeConstant,The time constant of the sensor.,sensor
8097,8097,16496,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/DataCollectionType,DataCollectionType,DataCollectionType,Indicates the type or manner of data collection.,"type, manner"
8098,8098,16497,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorWINDSENSOR/DampingRatio,DampingRatio,DampingRatio,Indicates the damping ratio of the device.,device
8099,8099,16498,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/AgreementDate,AgreementDate,AgreementDate,The date on which the version of the agreement became applicable.,"date, version, agreement, applicable"
8100,8100,16500,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/CompositionType,CompositionType,CompositionType,"Denotes, whether the predefined spatial structure element represents itself, or an aggregate (complex) or a part (part). The interpretation is given separately for each subtype of spatial structure element. If no CompositionType is asserted, the default value ''ELEMENT'' applies.\X\0D","spatial structure element, spatial structure element"
8101,8101,16501,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/CommencementDate,CommencementDate,CommencementDate,Date on which the agreement commences.,agreement
8102,8102,16502,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/PropertyName,PropertyName,PropertyName,Addressing details of the property as stated within the agreement.,"property, agreement"
8103,8103,16503,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/AgreementVersion,AgreementVersion,AgreementVersion,The version number of the agreement that is identified.,agreement
8104,8104,16504,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/Restrictions,Restrictions,Restrictions,Restrictions that may be placed by a  competent authority.,
8105,8105,16505,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/ConditionTermination,ConditionTermination,ConditionTermination,"Condition of property required on termination of the agreement e.g. cold shell, warm lit shell, broom clean, turn-key.","Condition, property, agreement"
8106,8106,16506,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/ConditionCommencement,ConditionCommencement,ConditionCommencement,"Condition of property provided on commencement of the agreement e.g. cold shell, warm lit shell, broom clean, turn-key.","Condition, property, agreement"
8107,8107,16507,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/TrackingIdentifier,TrackingIdentifier,TrackingIdentifier,The identifier assigned to the agreement for the purposes of tracking.,"identifier, agreement, purposes"
8108,8108,16508,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/AgreementType,AgreementType,AgreementType,Identifies the predefined types of property agreement from which the type required may be set.,"types, type"
8109,8109,16509,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/TerminationDate,TerminationDate,TerminationDate,Date on which the agreement terminates.,agreement
8110,8110,16510,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSpatialStructureElement/Options,Options,Options,A statement of the options available in the agreement.,agreement
8111,8111,16511,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeature/Length,Length,Length,The length of the object.,"length, object"
8112,8112,16512,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeature/Area,Area,Area,Calculated area for the object.,"area, object"
8113,8113,16513,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceMSCSERVER/UserCapacity,UserCapacity,UserCapacity,"Indicates the user capacity of the device, defined as the maximum number of users that can be active at the same time.","device, number"
8114,8114,16514,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses.","object, processing features, cut - out  s, or openings, recesses"
8115,8115,16515,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/Status,Status,Status,The status currently assigned to the permit.,"status, permit"
8116,8116,16516,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead.","type, project, type, name, software"
8117,8117,16517,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/NominalPowerConsumption,NominalPowerConsumption,NominalPowerConsumption,Nominal total power consumption.,
8118,8118,16518,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/NominalHeatRejectionRate,NominalHeatRejectionRate,NominalHeatRejectionRate,Sum of the refrigeration effect and the heat equivalent of the power input to the compressor.,compressor
8119,8119,16520,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/NominalEfficiency,NominalEfficiency,NominalEfficiency,Nominal object efficiency under nominal conditions.,
8120,8120,16522,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcChiller/ChillerCapacity,ChillerCapacity,ChillerCapacity,Nominal cooling capacity of chiller at standardized conditions as defined by the agency having jurisdiction.,"Nominal, cooling capacity"
8121,8121,16523,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFlowMeterGASMETER/MaximumPressureLoss,MaximumPressureLoss,MaximumPressureLoss,Pressure loss expected across the meter under conditions of maximum flow.,"meter, conditions, flow"
