,subject,name,uid,description
15083,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUSPENSIONASSEMBLY/IsSetOnWorkingWire,IsSetOnWorkingWire,IsSetOnWorkingWire,Indicates whether the steady device is set on the working wire.
15084,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUSPENSIONASSEMBLY/ContactWireStagger,ContactWireStagger,ContactWireStagger,Lateral displacement of the contact wire to opposite sides of the track centre at successive supports.
15085,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUSPENSIONASSEMBLY/ContactWireHeight,ContactWireHeight,ContactWireHeight,"Distance from the top of the rail to the lower face of the contact wire, measured perpendicular to the track."
15086,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUSPENSIONASSEMBLY/SystemHeight,SystemHeight,SystemHeight,Vertical distance between the main catenary wire and the contact wire measured at a support point.
15087,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUSPENSIONASSEMBLY/CantileverType,CantileverType,CantileverType,Type of cantilever assembly.
15088,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMemberMEMBER/ContactWireStagger,ContactWireStagger,ContactWireStagger,Lateral displacement of the contact wire to opposite sides of the track centre at successive supports.
15089,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/ThermalTrippingUnitType,ThermalTrippingUnitType,ThermalTrippingUnitType,A list of the available types of thermal tripping unit  from which that required may be selected.
15090,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/TemperatureFactor,TemperatureFactor,TemperatureFactor,The correction factor (typically measured as %/deg K) for adjusting the thermal current/time to an ambient temperature different from the value given by the defined temperature.
15091,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/T2,T2,T2,The (thermal) testing time in [s] associated with the testing currents I1 and I2.
15092,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/I2,I2,I2,"The (thermal) upper testing current limit in [x In], indicating that for currents larger than I2, the tripping time shall be shorter than the associated tripping time, T2."
15093,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/I1,I1,I1,"The (thermal) lower testing current limit in [x In], indicating that for currents lower than I1, the tripping time shall be longer than the associated tripping time, T2."
15094,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/DefinedTemperature,DefinedTemperature,DefinedTemperature,The ambient temperature at which the thermal current/time-curve associated with this protection device is defined.
15095,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcProtectiveDeviceTrippingUnitTHERMAL/CurveDesignation,CurveDesignation,CurveDesignation,The designation of the trippingcurve given by the manufacturer. For a MCB the designation should be in accordance with the designations given in IEC 60898.
15096,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/NominalBodyLength,NominalBodyLength,NominalBodyLength,Nominal or quoted length measured along the x-axis of the local coordinate system of the object.
15097,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/InletConnectionSize,InletConnectionSize,InletConnectionSize,"Size of the inlet connection.
Note that all inlet connections are assumed to be the same size."
15098,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead."
15099,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/VentilatingPipeSize,VentilatingPipeSize,VentilatingPipeSize,Size of the ventilating pipe(s).
15100,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/CoverLength,CoverLength,CoverLength,The length measured along the x-axis in the local coordinate system or the radius (in the case of a circular shape in plan) of the cover of the object.
15101,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/NominalBodyDepth,NominalBodyDepth,NominalBodyDepth,Nominal or quoted length measured along the z-axis of the local coordinate system of the object.
15102,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15103,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/NominalBodyWidth,NominalBodyWidth,NominalBodyWidth,"Nominal or quoted length, measured along the y-axis of the local coordinate system of the object."
15104,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/Status,Status,Status,The status currently assigned to the permit.
15105,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/CoverWidth,CoverWidth,CoverWidth,The length measured along the y-axis in the local coordinate system of the cover of the object.
15106,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcInterceptor/OutletConnectionSize,OutletConnectionSize,OutletConnectionSize,Size of the outlet connection from the object.
15107,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSensorIONCONCENTRATIONSENSOR/SubstanceDetected,SubstanceDetected,SubstanceDetected,"Identification of the substance that is being detected according to chemical formula.  For example, calcium carbonate is 'CaCO3'"
15108,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/BatterAtStart,BatterAtStart,BatterAtStart,"The angle, in radians, by which the formwork at the starting face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing."
15109,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ReleaseStrength,ReleaseStrength,ReleaseStrength,The minimum required compressive strength of the concrete when the tendon stress is released. This property applies to prestressed concrete elements only.
15110,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/CornerChamfer,CornerChamfer,CornerChamfer,The chamfer in the corners of the precast element. The chamfer is presumed to be equal in both directions.
15111,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/SupportDuringTransportDescription,SupportDuringTransportDescription,SupportDuringTransportDescription,Textual description of how the concrete element is supported during transportation.
15112,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ReinforcementStrengthClass,ReinforcementStrengthClass,ReinforcementStrengthClass,Classification of the reinforcement strength in accordance with the concrete design code which is applied in the project. The reinforcing strength class often combines strength and ductility.
15113,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/StrengthClass,StrengthClass,StrengthClass,Classification of the concrete strength in accordance with the concrete design code which is applied in the project.
15114,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/NetArea,NetArea,NetArea,"Total net area of the object. Openings, recesses and cut-outs are taken into account by subtraction, projections by addition."
15115,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ActualProductionDate,ActualProductionDate,ActualProductionDate,Production date (stripped from form).
15116,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Headroom,Headroom,Headroom,"Actual headroom clearance for the passageway according to the current design.
The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence."
15117,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/InitialTension,InitialTension,InitialTension,The initial stress of the tendon. This property applies to prestressed concrete elements only.
15118,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ConcreteCover,ConcreteCover,ConcreteCover,The protective concrete cover at the reinforcing bars according to local building regulations.
15119,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/AsBuiltLocationNumber,AsBuiltLocationNumber,AsBuiltLocationNumber,"Defines a unique location within a structure, the ‘slot’ into which the piece was installed. Where pieces share the same piece mark, they can be interchanged. The value is only known after erection."
15120,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead."
15121,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/BatterAtEnd,BatterAtEnd,BatterAtEnd,"The angle, in radians, by which the formwork at the ending face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing."
15122,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/PieceMark,PieceMark,PieceMark,"Defines a unique piece for production purposes. All pieces with the same piece mark value are identical and interchangeable. The piece mark may be composed of sub-parts that have specific locally defined meaning (e.g. B-1A may denote a beam, of generic type ‘1’ and specific shape ‘A’)."
15123,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/CamberAtMidspan,CamberAtMidspan,CamberAtMidspan,"The camber deflection, measured from the midpoint of a cambered face of a piece to the midpoint of the chord joining the ends of the same face, as shown in the figure below, divided by the original (nominal) straight length of the face of the piece."
15124,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Shortening,Shortening,Shortening,The ratio of the distance by which a precast piece is shortened after release from its form (due to compression induced by prestressing) to its original (nominal) length.
15125,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ReinforcementAreaRatio,ReinforcementAreaRatio,ReinforcementAreaRatio,The required ratio of the effective area of the reinforcement to the effective area of the concrete At any section of a reinforced concrete structural element.
15126,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/GrossArea,GrossArea,GrossArea,"Gross Area of the object. Openings, recesses, projections and cut-outs are not taken into account."
15127,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Length,Length,Length,The length of the object.
15128,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/DimensionalAccuracyClass,DimensionalAccuracyClass,DimensionalAccuracyClass,Classification designation of the dimensional accuracy requirement according to local standards.
15129,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/FormStrippingStrength,FormStrippingStrength,FormStrippingStrength,The minimum required compressive strength of the concrete at form stripping time.
15130,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/TransportationStrength,TransportationStrength,TransportationStrength,The minimum required compressive strength of the concrete required for transportation.
15131,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/TypeDesignation,TypeDesignation,TypeDesignation,"Type designator for the element. The content depends on local standards. Eg. 'Bull nose', 'Half batter', 'Dropper', 'Chamfer' etc"
15132,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ActualErectionDate,ActualErectionDate,ActualErectionDate,Date erected.
15133,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Width,Width,Width,"The width of the object. Only given, if the object has constant thickness (prismatic)."
15134,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/CounterSlope,CounterSlope,CounterSlope,"Sloping angle of the object, measured perpendicular to the slope  - relative to horizontal (0.0 degrees).
Actual maximum slope for the passageway measured perpendicular to the direction of travel according to the current design. The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.
Note: new property in IFC4."
15135,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/HollowCorePlugging,HollowCorePlugging,HollowCorePlugging,"A descriptive label for how the hollow core ends are treated: they may be left open, closed with a plug, or sealed with cast concrete. Values would be, for example: 'Unplugged', 'Plugged', 'SealedWithConcrete'. This property applies to  hollow core slabs only."
15136,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/CastingMethod,CastingMethod,CastingMethod,The method of casting the concrete into its designed form.
15137,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/MinimumAllowableSupportLength,MinimumAllowableSupportLength,MinimumAllowableSupportLength,The minimum allowable support length.
15138,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ExposureClass,ExposureClass,ExposureClass,"Classification of exposure to environmental conditions, usually specified in accordance with the concrete design code which is applied in the project."
15139,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Status,Status,Status,"Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished,  ""Temporary"" - element will exists only temporary (like a temporary support structure)."
15140,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/GrossVolume,GrossVolume,GrossVolume,"Total gross volume of the object. Openings, recesses, enclosed objects and projections are not taken into account."
15141,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ConstructionToleranceClass,ConstructionToleranceClass,ConstructionToleranceClass,Classification designation of the on-site construction tolerances according to local standards.
15142,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/DesignLocationNumber,DesignLocationNumber,DesignLocationNumber,"Defines a unique location within a structure, the ‘slot’ for which the piece was designed."
15143,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/TendonRelaxation,TendonRelaxation,TendonRelaxation,The maximum allowable relaxation of the tendon (usually expressed as %/1000 h).This property applies to prestressed concrete elements only.
15144,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ReinforcementVolumeRatio,ReinforcementVolumeRatio,ReinforcementVolumeRatio,The required ratio of the effective mass of the reinforcement to the effective volume of the concrete of a reinforced concrete structural element.
15145,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Twisting,Twisting,Twisting,"The angle, in radians, through which the end face of a precast piece is rotated with respect to its starting face, along its longitudinal axis, as a result of non-aligned supports. This measure is also termed the ‘warping’ angle."
15146,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/StructuralClass,StructuralClass,StructuralClass,The structural class defined for the concrete structure (e.g. '1').
15147,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ClearWidth,ClearWidth,ClearWidth,The clear width.
15148,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/NetVolume,NetVolume,NetVolume,"Total net volume of the object, taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15149,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/AssemblyPlace,AssemblyPlace,AssemblyPlace,"Enumeration defining where the assembly is intended to take place, either in a factory, other offsite location or on the building site."
15150,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ProductionLotId,ProductionLotId,ProductionLotId,The manufacturer's production lot identifier.
15151,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/LiftingStrength,LiftingStrength,LiftingStrength,The minimum required compressive strength of the concrete when the concrete element is lifted.
15152,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ConcreteCoverAtLinks,ConcreteCoverAtLinks,ConcreteCoverAtLinks,The protective concrete cover at the reinforcement links according to local building regulations.
15153,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/SerialNumber,SerialNumber,SerialNumber,The manufacturer's serial number assigned to an occurrence of a product.
15154,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ManufacturingToleranceClass,ManufacturingToleranceClass,ManufacturingToleranceClass,Classification designation of the manufacturing tolerances according to local standards.
15155,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/Slope,Slope,Slope,"Slope angle - relative to horizontal (0.0 degrees).The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.  For geometry editing applications, like CAD: this value should be write-only."
15156,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRampFlight/ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,The protective concrete cover at the main reinforcing bars according to local building regulations.
15157,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCableFittingFANOUT/TubeDiameter,TubeDiameter,TubeDiameter,Indicates the diameter of the fiber tubes that are used in the fan out.
15158,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCableFittingFANOUT/NumberOfTubes,NumberOfTubes,NumberOfTubes,Number of fiber tubes.
15159,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/CrossSectionArea,CrossSectionArea,CrossSectionArea,The effective cross-section area of the reinforcing bar.
15160,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ConcreteCover,ConcreteCover,ConcreteCover,The protective concrete cover at the reinforcing bars according to local building regulations.
15161,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ActualErectionDate,ActualErectionDate,ActualErectionDate,Date erected.
15162,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ReinforcementVolumeRatio,ReinforcementVolumeRatio,ReinforcementVolumeRatio,The required ratio of the effective mass of the reinforcement to the effective volume of the concrete of a reinforced concrete structural element.
15163,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/NetWeight,NetWeight,NetWeight,"Total net weight of the object without add-on parts, taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15164,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/InitialTension,InitialTension,InitialTension,The initial stress of the tendon. This property applies to prestressed concrete elements only.
15165,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/TransportationStrength,TransportationStrength,TransportationStrength,The minimum required compressive strength of the concrete required for transportation.
15166,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/MinimumAllowableSupportLength,MinimumAllowableSupportLength,MinimumAllowableSupportLength,The minimum allowable support length.
15167,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/DesignLocationNumber,DesignLocationNumber,DesignLocationNumber,"Defines a unique location within a structure, the ‘slot’ for which the piece was designed."
15168,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/SerialNumber,SerialNumber,SerialNumber,The manufacturer's serial number assigned to an occurrence of a product.
15169,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/Shortening,Shortening,Shortening,The ratio of the distance by which a precast piece is shortened after release from its form (due to compression induced by prestressing) to its original (nominal) length.
15170,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ConstructionType,ConstructionType,ConstructionType,Deprecated.
15171,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ExposureClass,ExposureClass,ExposureClass,"Classification of exposure to environmental conditions, usually specified in accordance with the concrete design code which is applied in the project."
15172,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/BatterAtStart,BatterAtStart,BatterAtStart,"The angle, in radians, by which the formwork at the starting face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing."
15173,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/TypeDesignation,TypeDesignation,TypeDesignation,"Type designator for the element. The content depends on local standards. Eg. 'Bull nose', 'Half batter', 'Dropper', 'Chamfer' etc"
15174,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/CastingMethod,CastingMethod,CastingMethod,The method of casting the concrete into its designed form.
15175,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/Status,Status,Status,"Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished,  ""Temporary"" - element will exists only temporary (like a temporary support structure)."
15176,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ReinforcementStrengthClass,ReinforcementStrengthClass,ReinforcementStrengthClass,Classification of the reinforcement strength in accordance with the concrete design code which is applied in the project. The reinforcing strength class often combines strength and ductility.
15177,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/NetVolume,NetVolume,NetVolume,"Total net volume of the object, taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15178,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/HollowCorePlugging,HollowCorePlugging,HollowCorePlugging,"A descriptive label for how the hollow core ends are treated: they may be left open, closed with a plug, or sealed with cast concrete. Values would be, for example: 'Unplugged', 'Plugged', 'SealedWithConcrete'. This property applies to  hollow core slabs only."
15179,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,The protective concrete cover at the main reinforcing bars according to local building regulations.
15180,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/GrossVolume,GrossVolume,GrossVolume,"Total gross volume of the object. Openings, recesses, enclosed objects and projections are not taken into account."
15181,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/TendonRelaxation,TendonRelaxation,TendonRelaxation,The maximum allowable relaxation of the tendon (usually expressed as %/1000 h).This property applies to prestressed concrete elements only.
15182,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/StructuralClass,StructuralClass,StructuralClass,The structural class defined for the concrete structure (e.g. '1').
15183,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ManufacturingToleranceClass,ManufacturingToleranceClass,ManufacturingToleranceClass,Classification designation of the manufacturing tolerances according to local standards.
15184,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/CornerChamfer,CornerChamfer,CornerChamfer,The chamfer in the corners of the precast element. The chamfer is presumed to be equal in both directions.
15185,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ReleaseStrength,ReleaseStrength,ReleaseStrength,The minimum required compressive strength of the concrete when the tendon stress is released. This property applies to prestressed concrete elements only.
15186,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/OuterSurfaceArea,OuterSurfaceArea,OuterSurfaceArea,"Total area of the surfaces of the object (not taking into account the end cap areas), normally generated as perimeter * length in case of extrusions."
15187,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/DimensionalAccuracyClass,DimensionalAccuracyClass,DimensionalAccuracyClass,Classification designation of the dimensional accuracy requirement according to local standards.
15188,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/BatterAtEnd,BatterAtEnd,BatterAtEnd,"The angle, in radians, by which the formwork at the ending face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing."
15189,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/AsBuiltLocationNumber,AsBuiltLocationNumber,AsBuiltLocationNumber,"Defines a unique location within a structure, the ‘slot’ into which the piece was installed. Where pieces share the same piece mark, they can be interchanged. The value is only known after erection."
15190,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/AssemblyPlace,AssemblyPlace,AssemblyPlace,"Enumeration defining where the assembly is intended to take place, either in a factory, other offsite location or on the building site."
15191,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ProductionLotId,ProductionLotId,ProductionLotId,The manufacturer's production lot identifier.
15192,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead."
15193,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/Length,Length,Length,The length of the object.
15194,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ConcreteCoverAtLinks,ConcreteCoverAtLinks,ConcreteCoverAtLinks,The protective concrete cover at the reinforcement links according to local building regulations.
15195,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/GrossSurfaceArea,GrossSurfaceArea,GrossSurfaceArea,"Total gross area of the object, normally generated as perimeter * length + 2 * cross section area. It is the sum of OuterSurfaceArea + (2 x CrossSectionArea) and shall only be given, if the OuterSurfaceArea and CrossSectionArea cannot be established separately."
15196,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/SupportDuringTransportDescription,SupportDuringTransportDescription,SupportDuringTransportDescription,Textual description of how the concrete element is supported during transportation.
15197,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/StrengthClass,StrengthClass,StrengthClass,Classification of the concrete strength in accordance with the concrete design code which is applied in the project.
15198,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/LiftingStrength,LiftingStrength,LiftingStrength,The minimum required compressive strength of the concrete when the concrete element is lifted.
15199,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/CamberAtMidspan,CamberAtMidspan,CamberAtMidspan,"The camber deflection, measured from the midpoint of a cambered face of a piece to the midpoint of the chord joining the ends of the same face, as shown in the figure below, divided by the original (nominal) straight length of the face of the piece."
15200,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/Twisting,Twisting,Twisting,"The angle, in radians, through which the end face of a precast piece is rotated with respect to its starting face, along its longitudinal axis, as a result of non-aligned supports. This measure is also termed the ‘warping’ angle."
15201,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/PieceMark,PieceMark,PieceMark,"Defines a unique piece for production purposes. All pieces with the same piece mark value are identical and interchangeable. The piece mark may be composed of sub-parts that have specific locally defined meaning (e.g. B-1A may denote a beam, of generic type ‘1’ and specific shape ‘A’)."
15202,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/FormStrippingStrength,FormStrippingStrength,FormStrippingStrength,The minimum required compressive strength of the concrete at form stripping time.
